id,audio_path,text,source,label_source,cohere_transcript
asc_main_ARA NORM  0018,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0018.wav,خَسِرَ الْمُنْتَخَبُ الْمِصْرِيُّ أَمْسِ أَمَامَ مُضِيفِهِ السَّنِغَالِيِّ بِهَدَفَيْنِ دُونَ رَدٍّ فِي افْتِتَاحِ مُنَافَسَاتِ الْمَجْمُوعَةِ السَّابِعَةِ لِلتَّصْفِيَاتِ الْمُؤَهِّلَةِ إِلَى كَأْسِ الْأُمَمِ الْأَفْرِيقِيَّةِ لِكُرَةِ الْقَدَمْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0019,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0019.wav,وَسادْيُو مَانِي فِي الدَّقِيقَتَيْنِ السّابِعَةَ عَشْرَةَ وَ الْخَامِسَةَ وَالْأَرْبعينَ مِنَ الشَّوْطِ الْأَوَّلِ لِلْمُبَارَاةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0020,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0020.wav,وَبِهَذِهِ النَّتِيجَةِ تَتَصَدَّرُ السِّنِغَالُ مَجْمُوعَتَهَا بِرَصِيدِ ^َلا^ِ نِقَاطٍ وَهَدَفَيْنِ نَظِيفَيْنْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0021,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0021.wav,دَعَتِ الْوِلَايَاتُ الْمُتَّحِدَةُ إِسْرائيلَ إِلَى التَّراجُعِ عَنْ قَرَارِها بِمُصادَرَةِ أَرْبَعَ مِئَةِ هِكْتارٍ مِنْ أَراضِي الضِّفَةِ الْغَرْبيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0022,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0022.wav,كَما اعْتَبَرَتْ مُنَظَمَةُ الْعَفْوِ الدَّوليَّةُ الْقَرارَ الْإِسْرائِيلِي غَيرَ قَانُونِيٍّ وَيَجِبُ إِلْغاؤُهُ فَوراً,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0023,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0023.wav,يَرْتَبِطُ الْوَرْدُ بَيْنَ النَّاسِ بِالصَّبَاحَاتِ وَالْمَسَاءَاتِ وَالْهَدَايَا وَالزِّيَارَاتِ أَمَّا عِنْدَ أَهْلِ الطَّائِفِ فَهُوَ ارْتِبَاطٌ رُوحِيٌّ وَتَارِيخِيٌّ وَعِشْقٌ مُتَبَادَلٌ-,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0024,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0024.wav,يَسْقُونَهُ وَيَعْرِفُونَهُ كَمَا يَعْرِفُهُمْ مِنْذُ الْقَرْنِ التَّاسِعِ الْهِجْرِيِّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0025,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0025.wav,وَأَعْبَقُهَا مَا يُرْوَى مِنْ مِيَاهِ الْمَطَرِ وَلَمْ يُؤْذِهِ قَرٌّ أَوْ حَرٌّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0026,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0026.wav,وَفِي كُلِّ عَامٍ مِنْ مَوْسِمِ الْوَرْدِ الطَّائِفِيّْ نِهَايَةَ مَارْسْ آذَارَ وَأَوَائِلَ أَبْرِيلْ نِيسَانْ تُرْوَى قِصَّةُ حُبٍّ بَيْنَهُ وَبَيْنَ أَهْلِهِ عَلَى قِمَمِ وَسُفُوحِ جِبَالِ الطَّائِفْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0027,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0027.wav,وَتُعْرَفُ هَذِهِ الظَّاهِرَةُ بِالْمَطَرِ الشِّهَابِيِّ أَوْالرَّخَّةِ الشِّهَابِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0028,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0028.wav,فَيَدْخُلُ مَدَارُ الْأَرْضِ فِي نِطَاقِ الذُّيولِ التُّرَابِيَّةِ لِلْمُذَنَّبِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0029,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0029.wav,لَكِنَّ مَجْمُوعَةً مِنْ عُلَمَاءِ النَّفْسِ الْأَمِرِكِيِّينَ تَوَصَّلُوا لِسَبَبِ ذَلِكَ وَهُوَ أَنَّ دُمُوعَ الْفَرَحِ قَدْ تَكُونُ طَرِيقَةَ الْجِسْمِ الصَّحِيحَةِ لِاسْتِعَادَةِ التَّوَازُنِ الْعَاطِفِيِّ بِهَذِهِ التَّعْبِيرَاتِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0030,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0030.wav,يَسْتَعِيدُ الْفَرَنْسِيُّ بَاتْرِيكْ مُودْيَانُو أَلْحَائِزُعَلَى جَائِزَةِ نُوبَلْ لِلْآدَابِ أَلْفْيْنِ وَأَرْبَعَةَ عَشَرَ فِي رِوَايَتِهِ عُشْبُ اللَّيَالِي صُورَةً حَالِكَةً لِبَارِيسَ أَ^ْنَاءَ الْحَرْبِ الْعَالَمِيَّةِ ال^َّانِيَّةِ وَمَا تَلَاهَا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0031,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0031.wav,وَكَيْفَ تَحَوَّلَتْ مِنْ مَدِينَةٍ لِلْأَنْوَارِ إِلَى مَدِينَةٍ لِلْأَشْبَاحْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0032,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0032.wav,أَلرَّاوِي جُون مُ^َقَّفٌ بَارِيسِيٌّ مُسِنٌّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0033,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0033.wav,لَعَلَّ الزَّمَنَ الْفَاصِلَ بَيْنَ الْمَرْحَلَتَيْنِ يُوَضِّحُ لَهُ مَا اسْتَعْصَى عَلَى فَهْمِهِ حِينَهَا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0034,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0034.wav,وَيُعَرِّفُ الْمُؤَشِّرُ الْعُبُودِيَّةَ الْحَدِي^َةَ بِحَجْزِ الْحُرِّيَّةِ وَالْمَنْعِ مِنَ السَّفَرِ- وَمَنْعِ الْحُقُوقِ وَالْإِجْبَارِ عَلَى الْعَمَلِ أَوِ الزَّوَاجِ أَوِ الِاسْتِعْبَادِ الْجِنْسِيِّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0035,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0035.wav,وَكَانَ الْأَمْرُ يَبْدُو مَقْبُولاً لَوْ صَاحَبَهُ شَرْطُ إِجَادَةِ اللُّغَةِ الْعَرَبِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0036,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0036.wav,خَاصَّةً فِي التَّوْظِيفِ بِالْمُؤَسَّسَاتِ الْعَرَبِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0037,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0037.wav,إِلَى جَانِبِ إِهْمَالِ الْعَرَبِيَّةِ بَلْ عَلَى حِسَابِ تَشْوِيهِهَا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0038,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0038.wav,أَمَّا فِي لُغَةِ التَّخَاطُبِ وَالْكَلَامِ فَحَدِّ^ْ وَلَا حَرَجْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0039,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0039.wav,حَتَّى تَهَاوَتِ الْعَرَبِيَّةُ فِي مَرَجِ كَلَامِ الْمَقَاهِي وَالشَّارِعِ وَمُؤَسَّسَاتِ الْعَمَلِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0040,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0040.wav,حَذَّرَتْ دِرَاسَةٌ بَاكِسْتَانِيَّةٌ حَدِي^َةٌ مِنْ أَنَّ الْأَعْشَابَ الطِّبِّيَّةَ قَدْ تَحْوِي سُمُوماً وَفِطْرِيَّاتٍ تُسَبِّبُ أَمْرَاضاً قَاتِلَةً,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0041,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0041.wav,وَعَ^َرُوا عَلَى فِطْرِيَّاتٍ وَمُرَكَّبَاتٍ سَامَّةٍ فِي تِسْعِينَ بِالْمِئَةِ مِنَ العَّيِّنَاتِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0042,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0042.wav,الْبُوسْنَة هِيَ الْحَرْبُ وَالْمَجَازِرُ وَالتَّطْهِيرُ الْعِرْقِيُّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0043,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0043.wav,هَذَا مَا يَتَبَادَرُ إِلَى الْأَذْهَانِ عِنْدَمَا تُذْكَرُ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0044,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0044.wav,لَكِنَّ النَّاسَ يُغْفِلُونَ حَقِيقَةَ أَنَّ هَذِهِ الْبِلَادَ كَانَتْ مَرْكَزاً لِل^َّقَافَةِ وَالْفَنِّ فِي عَهْدِ الْإِتِّحَادِ الْيُوغُسْلَافِيِّ السَّابِقِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0045,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0045.wav,لَدَيْنَا دَارُ أُوبِّرَا كَانَ فِيهَا أَفْضَلُ مُغَنِّي الْأُوبّرَا فِي الْعَالَمِ رَغْمَ صِغَرِ حَجْمِهَا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0046,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0046.wav,مُغَنِّيَةُ الْأُوبِّرَا الْبُوسْنِيَّةُ الْعَالَمِيَّةُ وَمُدَرِّسَةُ الْغِنَاءِ فِي أَكَادِيمِيَةِ الْمُوسِيقَى بِالْعَاصِمَةِ سَرَايِيفُو,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0047,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0047.wav,أَلَّتِي هَرَبَ إِلَيْهَا مِنْ زَغْرِبْ وَبَلْغرَادْ عَدَدٌ كَبِيرٌ مِنْ أَبْرَزِ فَنَّانِي يُوغُسْلَافْيَا السَّابِقَةِ بِسَبَبِ اتِّجَاهَاتِهِمْ السِّيَاسِيَّةِ فِي الْحِقْبَةِ الشُّيُوعِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0048,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0048.wav,^َلَا^َةُ أَرْبَاعِهِمْ نِسَاءٌ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0049,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0049.wav,وَكَانَتِ النَّتَائِجُ الَّتِي خَلَصَتْ إِلَيْهَا مُذْهِلَةٌ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0050,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0050.wav,عَلَى حَدِّ قَوْلِ الْبَاحِ^َةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0051,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0051.wav,وَهِيَ ظَاهِرَةٌ عَالَمِيَّةٌ طَفَتْ عَلَى السَّطْحِ بِقُوَّةٍ مُنْذُ سِتِّينِيَّاتِ الْقَرْنِ الْمَاضِي,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0052,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0052.wav,مُسَبِّبَةً خَسَائِرَ بَشَرِيَّةً وَاقْتِصَادِيَّةً وَبِيئِيَّةً فَادِحَةً,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0053,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0053.wav,وَتُشَكِّلُ نِسْبَةُ الْمَسَاحَاتِ الْمُتَصَحِّرَةِ وَالْأَرَاضِي الْقَاحِلَةِ فِي الْمَنْطِقَةِ حوَالَيْ ^َمَانِيَةٍ وَ^َمانِينَ بِالْمِئَةِ مِنْ إِجْمَالِيِّ الْمَسَاحَةِ الْكُلِّيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0054,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0054.wav,أَيْ حَوَالِيْ ^َمَانِيَةٍ وَعِشْرينَ بِالْمِئَةِ مِنْ إِجْمَالِيِّ الْمَنَاطِقِ الْمُتَصَحِّرَةِ عَلَى مُسْتَوَى الْعَالَمْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0055,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0055.wav,وَكَانَ مَارْكِيزُ قَدْ كَافَحَ لِسَنَوَاتٍ كَيْ يَصْنَعَ اسْمَهُ رِوَائِيّاً,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0056,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0056.wav,فَنَشَرَ قِصَصاً وَمَقَالَاتٍ وَعِدَّةَ رِوَايَاتٍ قَصِيرَةٍ فِي الْخَمْسِينِيَّاتِ وَالسِّتِّينِيَّاتِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0057,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0057.wav,تَضَمَّنَتْ لَائِحَةُ أَقْوَى مِئَةِ شَخْصِيَّةٍ مُؤَ^ِّرَةٍ فِي الْعَالَمِ لِهَذَا الْعَامِ واحِدَةٌ وَأَرْبَعينَ امْرَأَةً مِنْ أَصْلِ مِئَةٍ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0058,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0058.wav,وَالنَّاشِطَةُ الْبَاكِسْتَانِيَّةُ مَلََلََ يُوسُفْ زَاي,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0059,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0059.wav,كَمَا تَضَمَّنَتْ اللَّائِحَةُ رَئِيسَةَ تْشِيلِي,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0060,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0060.wav,قَالَ عُلَمَاءُ حَفْرِيَّاتٍ مِنَ الْأَرْجَنْتِينَ إِنَّهُمْ عَ^َرُوا عَلَى أُحْفُورِيَّاتٍ يَعْتَقِدُونَ أَنَّهَا تَعُودُ لِأَضْخَمِ دِينَاصُورٍ عَاشَ عَلَى سَطْحِ الْأَرْضِ عَلَى الْإِطْلَاقْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0061,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0061.wav,وَطُولُهُ مِنْ رَأْسِهِ إِلَى طَرَفِ ذَيْلِهِ أَرْبَعِينَ مِتْراً,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0062,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0062.wav,وَعَاشَ قَبْلَ خَمْسَةٍ وَتِسْعينَ مِلْيُونَ سَنَةٍ خِلَالَ أَوَاخِرِ الْعَصْرِ الطَّبَاشِيرِي,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0063,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0063.wav,وَعَ^َرَ الْعُلَمَاءُ عَلَى تِلْكَ الْأُحْفُورِيَّاتِ فِي مِزْرَعَةٍ لِعَائِلَةٍ رِيفِيَّةٍ فِي مَنْطِقَةِ بَاتَاغُونْيَا أَلْأَرْجَنْتِينِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0064,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0064.wav,كانَ الْأَمَلُ مَعْقُوداً عَلَى أَنْ تَكُونَ ^َوْرَاتُ الرَّبِيعِ الْعَرَبِيِّ فَاتِحَةَ خَيْرٍ لِتَحْقِيقِ دِيمُقْرَاطِيَّاتٍ رَاسِخَةٍ فِي الْمُجْتَمَعَاتِ الْعَرَبِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0065,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0065.wav,يُعَالِجُ مَا كَرَّسَتْهُ دِكْتَاتُورِيَّةُ النُّظُمِ الْعَرَبِيَّةِ عَلَى مَدَارِ الْعُقُودِ الْمَاضِيَةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0066,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0066.wav,وَرِعَايَةٍ صِحِّيَّةٍ تُحَقِّقُ حَيَاةً أَوْفَرَ حَظّاً فِي الْقَضَاءِ عَلَى الْأَمْرَاضِ الْمُزْمِنَةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0067,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0067.wav,إِلَّا أَنَّ ال^َّوْرَاتِ الْمُضَادَّةِ فِي دُوَلِ الرَّبِيعِ الْعَرَبِيِّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0068,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0068.wav,جَعَلَتْ حُلْمَ شُعُوبِ تِلْكَ الدُّوَلِ يَتَوَارَى بَعْضَ الشَّيْءِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0069,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0069.wav,وَمِنَ الْمُنْتَظَرِ أَنْ يَلْتَقِيَ فِي عَمَّانَ قِيَادَاتٍ دِينِيَّةً إِسْلَامِيَّةً وَمَسِيحِيَّةً,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0070,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0070.wav,وَوَجَّهَ الْبَابَا فرانْشِيسْكُو دَعْوَةً إِلَى إِيجَادِ حَلٍّ سِلْمِيٍّ لِلنِّزَاعِ فِي سُورِيَا وَحَلٍّ عَادِلٍ لِلصِّرَاعِ الْإِسْرَائِيلِيِّ الْفِلَسْطِينِيّْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0071,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0071.wav,وَيَضُمُّ الْمَعْرِضُ نُسَخاً نَادِرَةً مِنَ الْمَصَاحِفِ الْمُذَهَّبَةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0072,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0072.wav,وَأُخْرَى مَخْطُوطَةً لَا يَتَجَاوَزُ حَجْمُهَا كَفَّ الْيَدِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0073,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0073.wav,وَأُخْرَى كَبِيرَةً تَزِيدُ مِسَاحَةُ ضِلْعِ الصَّفْحَةِ فِيهَا عَنْ خَمْسَةٍ وَسِتِّينَ سَنْتِمِتْراً سةسِل,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0074,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0074.wav,فَضْلاً عَنْ نُسَخٍ مُتَرْجَمَةٍ لِمَعَانِي الْقُرْآنِ كُتِبَتْسة بِحُرُوفِ بْرِيلْ الْإِنْجلِيزِيَّةِ لِلْقُرَّاءِ الْمَكْفُوفِينْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0075,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0075.wav,يُوَاجِهُ مُعْتَنِقُو الْإِسْلَامِ الْجُدُدُ صُعُوبَاتٍ فِي الصِّيَامِ نَظَراً لِطُولِ فَتْرَةِ النَّهَارِ- خِلَالَ شَهْرِ رَمَضَانَ الَّتِي تَصِلُ إِلَى ^َمَانِيَ عَشْرَةَ سَاعَةً فِي الْيَوْمْ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0076,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0076.wav,أَظْهَرَتْ دِرَاسَةٌ حَدِي^َةٌ أَجْرَتْهَا جَامِعَةُ سَارْلانْدْ أَلْأَلْمَانِيَّةُ أَنَّ اسْتِخْدَامَ التُّكْنُولُوجْيَا دَاخِلَ قَاعَاتِ الدَّرْسِ يُؤَدِّي إِلَى تَشْتِيتِ انْتِبَاهِ الطَّالِبِ بَدَلَ مُسَاعَدَتِهِ عَلَى التَّرْكِيزِ وَتَسْجِيلِ الْمُلَاحَظَاتِ الدِّرَاسِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0077,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0077.wav,لِتَصَفُّحِ الْإِنْتِرْنِتْ أَ^ْنَاءَ الدَّرْسِ وَمُمَارَسَةِ أَنْشِطَةٍ لَيْسَ لَهَا أَيُّ عَلَاقَةٍ بِمَوْضُوعِ الْمُحَاضَرَةِ أَوِ الدَّرْسِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0078,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0078.wav,تَكْ^ُرُ الْإِصَابَةُ بِالْإِنْفِلْوَنْزَا خِلَالَ فَصْلَي الْخَرِيفِ وَالشِّتَاءِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0079,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0079.wav,وَبِالتَّالِي يُسَاعِدُ عَلَى إِطْفَاءِ الْعَطَشِ وَعَلَى الشُّعُورِ بِالشِّبَعِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0080,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0080.wav,فَهُوَ يُؤْكَلُ طَازِجاً أَوْ مُقَطَّعاًسة,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0081,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0081.wav,كَمَا يَدْخُلُ فِي تَحْضِيرِ السَّلَطَةِ الْخَضْرَاءِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0082,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0082.wav,شَكَّلَ بَيْتُ الْعَنْكَبُوتِ نَمُوذَجاً لِمَدِينَةٍ تَعْتَمِدُ عَلَى الْأَشْكَالِ الْهَنْدَسِيَّةِ الْمُتَنَاظِرَةِ وَتَرْتَكِزُ عَلَى مُرَاعَاةِ ^َلَا^َةِ عَنَاصِرَ أَسَاسِيَّةٍ تَتَعَلَّقُ بِاخْتِيَارِ الْمَكَانِ وَطَرِيقَةِ الْبِنَاءِ وَالْمَوَّادِّ الْمُسْتَعْمَلَةِ وَالشَّكْلِ الْمُتَوَازِنِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_main_ARA NORM  0083,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0083.wav,أَعْلَنَ وَزِيرُ الْأَعْمَالِ الْبَرِيطَانِيُّ فِينْسْ كَبِلْسِل بأَنَّ وِزَارَتَهُ أَعْطَتِ الضَّوْءَ الْأَخْضَرَ لِهَذَا النَّوْعِ مِنَ السَّيَّارَاتِ لِلسَّيْرِ فِي الشَّوَارِعِ ابْتِدَاءً مِنْ يَنايِرْ كانونَ ال^َّاني أَلفَيْنِ وَخَمْسَةَ عَشَر,arabic_speech_corpus_wordtier,gold_diacritized_text,
