utterance_id,audio_path,reference_text,word_index,word,expected_ending,start_ms,end_ms,speaker,source,written_ending,final_phones
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,8,تَعْدِيلَاتٍ,none,5368.9,6345.0,asc,arabic_speech_corpus,tanwin_kasr,l a taEodiylaAtK EalA
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,9,عَلَى,fatha,6345.0,6917.4,asc,arabic_speech_corpus,fatha,w aa n AloqawaAniyni
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,10,الْقَوَانِينِ,none,6917.4,8470.0,asc,arabic_speech_corpus,kasra,s AloqawaAniyni bimaA yasomaHu
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,11,بِمَا,none,8470.0,8745.0,asc,arabic_speech_corpus,fatha,a H u0 yasomaHu
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,12,يَسْمَحُ,none,8745.0,9390.3,asc,arabic_speech_corpus,damma,s ii0' y bitasoyiyri
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,13,بِتَسْيِيرِ,fatha,9390.3,10428.7,asc,arabic_speech_corpus,kasra,a bitasoyiyri ha*ihi Als~ay~aAraAti
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,14,هَذِهِ,none,10428.7,11092.8,asc,arabic_speech_corpus,kasra,i0 f Als~ay~aAraAti fiy
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,15,السَّيَّارَاتِ,fatha,11092.8,12270.0,asc,arabic_speech_corpus,kasra,aa' fiy Al$~awaAriEi AloEaAm~api
asc_main_ARA NORM  0084,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0084.wav,وَقَالَ كِيبْلْ إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ,18,الْعَامَّةِ,fatha,6080.0,12704.7,asc,arabic_speech_corpus,kasra,Als~ay~aAraAti fiy Al$~awaAriEi AloEaAm~api
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,0,وَقَدْ,none,89.9,518.1,asc,arabic_speech_corpus,none,q A d waqado
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,1,أَ^َارَ,none,518.1,1039.0,asc,arabic_speech_corpus,fatha,r a waqado >a^aAra
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,2,هَذَا,none,1039.0,1445.0,asc,arabic_speech_corpus,fatha,* aa >a^aAra ha*aA
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,3,الْقَرَارُ,none,1445.0,2272.9,asc,arabic_speech_corpus,damma,a w AloqaraAru zawobaEapF
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,4,زَوْبَعَةً,none,2272.9,3012.3,asc,arabic_speech_corpus,tanwin_fath,m i0' zawobaEapF mina
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,5,مِنَ,fatha,3012.3,3292.7,asc,arabic_speech_corpus,fatha,i0 n mina Alo<iAnotiqaAdaAti
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,6,الْإِانْتِقَادَاتِ,none,3292.7,4678.8,asc,arabic_speech_corpus,kasra,S Alo<iAnotiqaAdaAti bayona Sufuwfi
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,7,بَيْنَ,none,4678.8,5105.0,asc,arabic_speech_corpus,fatha,uu0' f i0 Sufuwfi
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,8,صُفُوفِ,fatha,5105.0,5669.9,asc,arabic_speech_corpus,kasra,aa r A' AlomuEaAraDapi
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,9,الْمُعَارَضَةِ,fatha,5669.9,6836.4,asc,arabic_speech_corpus,kasra,t i0 AlomuEaAraDapi Alt~urokiy~api
asc_main_ARA NORM  0085,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0085.wav,وَقَدْ أَ^َارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ,10,التُّرْكِيَّةِ,fatha,6836.4,6935.7,asc,arabic_speech_corpus,kasra,i0 Alt~urokiy~api
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,1,اتَّهَمَتْ,none,691.1,1519.7,asc,arabic_speech_corpus,none,d uu1 At~ahamato >aroduwgaAn
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,3,بِانْتِهَاكِ,fatha,2270.0,3245.0,asc,arabic_speech_corpus,kasra,w aa biAnotihaAki AloqawaAniyni
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,4,الْقَوَانِينِ,none,3245.0,4184.1,asc,arabic_speech_corpus,kasra,* ii0' AloqawaAniyni watabo*iyri
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,5,وَتَبْذِيرِ,none,4184.1,5107.2,asc,arabic_speech_corpus,kasra,l i0 watabo*iyri >amowaAli
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,6,أَمْوَالِ,none,5107.2,5801.5,asc,arabic_speech_corpus,kasra,b >amowaAli Al$~aEobi libinaA'i
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,7,الشَّعْبِ,none,5801.5,6543.6,asc,arabic_speech_corpus,kasra,u0' l libinaA'i suloTapK
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,8,لِبِنَاءِ,none,6543.6,7248.9,asc,arabic_speech_corpus,kasra,i0 n suloTapK linafosihi
asc_main_ARA NORM  0086,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0086.wav,أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ,10,لِنَفْسِهِ,none,1175.0,7831.1,asc,arabic_speech_corpus,kasra,Al$~aEobi libinaA'i suloTapK linafosihi
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,0,إِلَّا,none,91.5,575.8,asc,arabic_speech_corpus,fatha,< a' <il~aA >an~a
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,1,أَنَّ,none,575.8,967.5,asc,arabic_speech_corpus,fatha,u0 < >an~a mu&ay~idiy
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,3,الرَّئِيسِ,none,1830.3,2599.5,asc,arabic_speech_corpus,kasra,b i0 Alr~a}iysi yaEotabiruwna
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,4,يَعْتَبِرُونَ,fatha,2599.5,3500.0,asc,arabic_speech_corpus,fatha,S r yaEotabiruwna AloqaSora
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,5,الْقَصْرَ,fatha,3500.0,4440.6,asc,arabic_speech_corpus,fatha,s ii0' AloqaSora Alr~i}aAsiy~a
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,6,الرِّئَاسِيَّ,none,4440.6,5320.0,asc,arabic_speech_corpus,fatha,m Alr~i}aAsiy~a Alojadiyda mafoxarapF
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,7,الْجَدِيدَ,none,5320.0,5955.5,asc,arabic_speech_corpus,fatha,a t a mafoxarapF
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,8,مَفْخَرَةً,fatha,5955.5,6940.0,asc,arabic_speech_corpus,tanwin_fath,u0 mafoxarapF lil$~aEobi Alt~urokiy~i
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,9,لِلشَّعْبِ,none,6940.0,8282.1,asc,arabic_speech_corpus,kasra,a j Alt~urokiy~i watajosiydAF
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,10,التُّرْكِيِّ,none,8282.1,9210.0,asc,arabic_speech_corpus,kasra,i0 $ watajosiydAF li$iEaAri
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,11,وَتَجْسِيداً,none,9210.0,10528.3,asc,arabic_speech_corpus,tanwin_fath,y a li$iEaAri turokiyaA
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,12,لِشِعَارِ,fatha,10528.3,11234.9,asc,arabic_speech_corpus,kasra,d a turokiyaA Alojadiydap
asc_main_ARA NORM  0087,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0087.wav,إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة,13,تُرْكِيَا,fatha,91.5,3560.0,asc,arabic_speech_corpus,fatha,mu&ay~idiy Alr~a}iysi yaEotabiruwna AloqaSora
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,0,عَرَضَتِ,none,79.7,730.0,asc,arabic_speech_corpus,kasra,A t i0 EaraDati
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,1,الْفَنَّانَةُ,fatha,730.0,1844.3,asc,arabic_speech_corpus,damma,r k Alofan~aAnapu Alt~urokiy~apu
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,2,التُّرْكِيَّةُ,none,1844.3,3249.5,asc,arabic_speech_corpus,damma,z Alt~urokiy~apu <iydaA >awozokaAno
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,3,إِيدَا,none,3249.5,3692.2,asc,arabic_speech_corpus,fatha,k aa' n >awozokaAno
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,4,أَوْزْكَانْ,none,3692.2,4432.5,asc,arabic_speech_corpus,none,a' >awozokaAno masaA'a >amosi
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,5,مَسَاءَ,none,4432.5,4972.0,asc,arabic_speech_corpus,fatha,a w >amosi lawoHaAtK
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,6,أَمْسِ,none,4972.0,5505.0,asc,arabic_speech_corpus,kasra,aa' t i1 lawoHaAtK
asc_main_ARA NORM  0088,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0088.wav,عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو أَلرَّسْمُ عَلَى الْمَاءِ فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ,7,لَوْحَاتٍ,fatha,5505.0,6378.8,asc,arabic_speech_corpus,tanwin_kasr,I1' lawoHaAtK lifan~i Alo<iboruw
