utterance_id,audio_path,reference_text,word_index,word,expected_ending,start_ms,end_ms,speaker,source,buckwalter_word
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,14,مَنْحِ,kasra,10176.3,10559.3,asc,arabic_speech_corpus_wordtier,manoHi
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,16,رِئَاسِيٍّ,tanwin_kasr,11044.9,11939.8,asc,arabic_speech_corpus_wordtier,ri}aAsiy~K
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,17,كَامِلٍ,tanwin_kasr,11939.8,12587.0,asc,arabic_speech_corpus_wordtier,kaAmilK
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,23,مَحْكَمَةٌ,tanwin_damm,16707.5,17426.3,asc,arabic_speech_corpus_wordtier,maHokamapN
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,24,بِسَجْنِهِمْ,none,17426.3,18256.8,asc,arabic_speech_corpus_wordtier,bisajonihimo
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,25,مُدَداً,tanwin_fath,18256.8,18839.8,asc,arabic_speech_corpus_wordtier,mudadAF
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,26,تَتَرَاوَحُ,damma,18839.8,19726.1,asc,arabic_speech_corpus_wordtier,tataraAwaHu
asc_main_ARA NORM  0194,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0194.wav,دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِى رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ ال^َّلَا^َة أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ,30,سَنَوَاتٍ,tanwin_kasr,21274.6,21966.0,asc,arabic_speech_corpus_wordtier,sanawaAtK
asc_main_ARA NORM  0195,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0195.wav,بَعْدَ عَضِّهِ مُدَافِعَ الْمُنْتَخَبِ الْإِيطَالِيِّ جُورْجْيُو كِيلِينِي فِي اللِّقَاءِ الَّذِي جَمَعَ الْمُنْتَخَبَيْنِ قَبْلَ أَيَّامْ,2,مُدَافِعَ,fatha,1155.0,1874.9,asc,arabic_speech_corpus_wordtier,mudaAfiEa
asc_main_ARA NORM  0195,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0195.wav,بَعْدَ عَضِّهِ مُدَافِعَ الْمُنْتَخَبِ الْإِيطَالِيِّ جُورْجْيُو كِيلِينِي فِي اللِّقَاءِ الَّذِي جَمَعَ الْمُنْتَخَبَيْنِ قَبْلَ أَيَّامْ,11,الْمُنْتَخَبَيْنِ,kasra,6832.7,7849.3,asc,arabic_speech_corpus_wordtier,Alomunotaxabayoni
asc_main_ARA NORM  0195,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0195.wav,بَعْدَ عَضِّهِ مُدَافِعَ الْمُنْتَخَبِ الْإِيطَالِيِّ جُورْجْيُو كِيلِينِي فِي اللِّقَاءِ الَّذِي جَمَعَ الْمُنْتَخَبَيْنِ قَبْلَ أَيَّامْ,13,أَيَّامْ,none,8235.9,8818.5,asc,arabic_speech_corpus_wordtier,>ay~aAmo
asc_main_ARA NORM  0196,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0196.wav,وَنَظَراً لِانْخِفَاضِ مُعَدَّلِ اسْتِهْلَاكِ الطَّاقَةِ أَ^ْنَاءَ السَّفَرِ بِسَبَبِ الْجُلُوسِ الْمُسْتَمِرِّ فِي السَّيَّارَةِ أَوِ الْحَافِلَةِ,0,وَنَظَراً,tanwin_fath,88.3,688.5,asc,arabic_speech_corpus_wordtier,wanaZarAF
asc_main_ARA NORM  0196,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0196.wav,وَنَظَراً لِانْخِفَاضِ مُعَدَّلِ اسْتِهْلَاكِ الطَّاقَةِ أَ^ْنَاءَ السَّفَرِ بِسَبَبِ الْجُلُوسِ الْمُسْتَمِرِّ فِي السَّيَّارَةِ أَوِ الْحَافِلَةِ,3,اسْتِهْلَاكِ,kasra,2120.5,2855.9,asc,arabic_speech_corpus_wordtier,AsotiholaAki
asc_main_ARA NORM  0196,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0196.wav,وَنَظَراً لِانْخِفَاضِ مُعَدَّلِ اسْتِهْلَاكِ الطَّاقَةِ أَ^ْنَاءَ السَّفَرِ بِسَبَبِ الْجُلُوسِ الْمُسْتَمِرِّ فِي السَّيَّارَةِ أَوِ الْحَافِلَةِ,7,بِسَبَبِ,kasra,4782.9,5296.7,asc,arabic_speech_corpus_wordtier,bisababi
asc_main_ARA NORM  0196,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0196.wav,وَنَظَراً لِانْخِفَاضِ مُعَدَّلِ اسْتِهْلَاكِ الطَّاقَةِ أَ^ْنَاءَ السَّفَرِ بِسَبَبِ الْجُلُوسِ الْمُسْتَمِرِّ فِي السَّيَّارَةِ أَوِ الْحَافِلَةِ,11,السَّيَّارَةِ,kasra,6973.1,7838.0,asc,arabic_speech_corpus_wordtier,Als~ay~aArapi
asc_main_ARA NORM  0197,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0197.wav,وَيَنْبَغِي حِفْظُ هَذِهِ الْأَطْعِمَةِ فِي عَبَوَاتٍ مُحْكَمَةِ الْإِغْلَاقِ,1,حِفْظُ,damma,784.0,1304.0,asc,arabic_speech_corpus_wordtier,HifoZu
asc_main_ARA NORM  0197,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0197.wav,وَيَنْبَغِي حِفْظُ هَذِهِ الْأَطْعِمَةِ فِي عَبَوَاتٍ مُحْكَمَةِ الْإِغْلَاقِ,5,عَبَوَاتٍ,tanwin_kasr,2899.7,3570.0,asc,arabic_speech_corpus_wordtier,EabawaAtK
asc_main_ARA NORM  0198,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0198.wav,مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ,1,أَقْمِشَةٌ,tanwin_damm,566.7,1265.0,asc,arabic_speech_corpus_wordtier,>aqomi$apN
asc_main_ARA NORM  0198,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0198.wav,مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ,2,وَأَدَوَاتٌ,tanwin_damm,1265.0,2069.0,asc,arabic_speech_corpus_wordtier,wa>adawaAtN
asc_main_ARA NORM  0198,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0198.wav,مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ,3,مَعْدَنِيَّةٌ,tanwin_damm,2069.0,3229.0,asc,arabic_speech_corpus_wordtier,maEodaniy~apN
asc_main_ARA NORM  0198,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0198.wav,مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ,4,وَخَشَبِيَّةٌ,tanwin_damm,3229.0,4359.1,asc,arabic_speech_corpus_wordtier,waxa$abiy~apN
asc_main_ARA NORM  0198,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0198.wav,مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ,6,بْلَاسْتِيكِيَّةٌ,tanwin_damm,5542.0,6814.8,asc,arabic_speech_corpus_wordtier,bolaAsotiykiy~apN
asc_main_ARA NORM  0198,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0198.wav,مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ,7,وَزُجَاجِيَّةٌ,tanwin_damm,6814.8,8149.0,asc,arabic_speech_corpus_wordtier,wazujaAjiy~apN
asc_main_ARA NORM  0198,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0198.wav,مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ,8,وَأَوْرَاقُ,damma,8149.0,8984.5,asc,arabic_speech_corpus_wordtier,wa>aworaAqu
asc_main_ARA NORM  0199,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0199.wav,تَهْدِفُ لِإِقْناعِ النَّاسِ بِأَنَّ النِّفَايَاتِ لَيْسَتْ جَمِيعُهَا لِلرَّمْيِ,0,تَهْدِفُ,damma,106.7,611.0,asc,arabic_speech_corpus_wordtier,tahodifu
asc_main_ARA NORM  0199,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0199.wav,تَهْدِفُ لِإِقْناعِ النَّاسِ بِأَنَّ النِّفَايَاتِ لَيْسَتْ جَمِيعُهَا لِلرَّمْيِ,1,لِإِقْناعِ,kasra,611.0,1357.1,asc,arabic_speech_corpus_wordtier,li<iqonAEi
asc_main_ARA NORM  0200,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0200.wav,وَأَنَّ لَهَا اسْتِعْمَالَاتٍ مُتَعَدِّدَةً وَيُمْكِنُ تَحْوِيلُهَا إِلَى فَنٍّ,2,اسْتِعْمَالَاتٍ,tanwin_kasr,997.0,1974.5,asc,arabic_speech_corpus_wordtier,AsotiEomaAlaAtK
asc_main_ARA NORM  0200,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0200.wav,وَأَنَّ لَهَا اسْتِعْمَالَاتٍ مُتَعَدِّدَةً وَيُمْكِنُ تَحْوِيلُهَا إِلَى فَنٍّ,3,مُتَعَدِّدَةً,tanwin_fath,1974.5,3216.7,asc,arabic_speech_corpus_wordtier,mutaEad~idapF
asc_main_ARA NORM  0200,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0200.wav,وَأَنَّ لَهَا اسْتِعْمَالَاتٍ مُتَعَدِّدَةً وَيُمْكِنُ تَحْوِيلُهَا إِلَى فَنٍّ,5,تَحْوِيلُهَا,fatha,3852.0,4698.6,asc,arabic_speech_corpus_wordtier,taHowiyluhaA
asc_main_ARA NORM  0200,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0200.wav,وَأَنَّ لَهَا اسْتِعْمَالَاتٍ مُتَعَدِّدَةً وَيُمْكِنُ تَحْوِيلُهَا إِلَى فَنٍّ,7,فَنٍّ,tanwin_kasr,5017.9,5627.0,asc,arabic_speech_corpus_wordtier,fan~K
asc_main_ARA NORM  0201,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0201.wav,وَتَتَوَاصَلُ مُعَانَاةُ الزَّائِرِ مِنْ دَاخِلِ الْمَطَارِ إِلَى خَارِجِهِ,0,وَتَتَوَاصَلُ,damma,90.2,1021.5,asc,arabic_speech_corpus_wordtier,watatawaASalu
asc_main_ARA NORM  0201,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0201.wav,وَتَتَوَاصَلُ مُعَانَاةُ الزَّائِرِ مِنْ دَاخِلِ الْمَطَارِ إِلَى خَارِجِهِ,1,مُعَانَاةُ,damma,1021.5,1772.9,asc,arabic_speech_corpus_wordtier,muEaAnaApu
asc_main_ARA NORM  0201,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0201.wav,وَتَتَوَاصَلُ مُعَانَاةُ الزَّائِرِ مِنْ دَاخِلِ الْمَطَارِ إِلَى خَارِجِهِ,2,الزَّائِرِ,kasra,1772.9,2544.2,asc,arabic_speech_corpus_wordtier,Alz~aA}iri
asc_main_ARA NORM  0201,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0201.wav,وَتَتَوَاصَلُ مُعَانَاةُ الزَّائِرِ مِنْ دَاخِلِ الْمَطَارِ إِلَى خَارِجِهِ,3,مِنْ,none,2544.2,2803.0,asc,arabic_speech_corpus_wordtier,mino
asc_main_ARA NORM  0201,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0201.wav,وَتَتَوَاصَلُ مُعَانَاةُ الزَّائِرِ مِنْ دَاخِلِ الْمَطَارِ إِلَى خَارِجِهِ,5,الْمَطَارِ,kasra,3295.6,3947.5,asc,arabic_speech_corpus_wordtier,AlomaTaAri
asc_main_ARA NORM  0202,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0202.wav,تُرَافِقُهَا ابْتِسَامَةٌ عَرِيضَةٌ,1,ابْتِسَامَةٌ,tanwin_damm,931.0,1773.9,asc,arabic_speech_corpus_wordtier,AbotisaAmapN
asc_main_ARA NORM  0202,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0202.wav,تُرَافِقُهَا ابْتِسَامَةٌ عَرِيضَةٌ,2,عَرِيضَةٌ,tanwin_damm,1773.9,2648.2,asc,arabic_speech_corpus_wordtier,EariyDapN
asc_main_ARA NORM  0203,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0203.wav,قَبْلَ أَنْ يُصْبِحُوا نُجُوماً وَأَسْعَارُهُمْ تُقَدَّرُ بِعَشَرَاتِ الْمَلَايِينِ مِنَ الدُّولَارَاتِ,3,نُجُوماً,tanwin_fath,1365.0,1925.1,asc,arabic_speech_corpus_wordtier,nujuwmAF
asc_main_ARA NORM  0203,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0203.wav,قَبْلَ أَنْ يُصْبِحُوا نُجُوماً وَأَسْعَارُهُمْ تُقَدَّرُ بِعَشَرَاتِ الْمَلَايِينِ مِنَ الدُّولَارَاتِ,4,وَأَسْعَارُهُمْ,none,1925.1,3073.9,asc,arabic_speech_corpus_wordtier,wa>asoEaAruhumo
asc_main_ARA NORM  0203,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0203.wav,قَبْلَ أَنْ يُصْبِحُوا نُجُوماً وَأَسْعَارُهُمْ تُقَدَّرُ بِعَشَرَاتِ الْمَلَايِينِ مِنَ الدُّولَارَاتِ,9,الدُّولَارَاتِ,kasra,5577.5,6518.2,asc,arabic_speech_corpus_wordtier,Ald~uwlaAraAti
asc_main_ARA NORM  0204,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0204.wav,وَلَمْ يَنْسَ أَغْلَبُ هَؤُلَاءِ جُذُورَهَمْ وَالْمَنَاطِقَ الْفَقِيرَةَ الَّتِي جَاؤُوا مِنْهَا,0,وَلَمْ,none,96.9,453.0,asc,arabic_speech_corpus_wordtier,walamo
asc_main_ARA NORM  0204,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0204.wav,وَلَمْ يَنْسَ أَغْلَبُ هَؤُلَاءِ جُذُورَهَمْ وَالْمَنَاطِقَ الْفَقِيرَةَ الَّتِي جَاؤُوا مِنْهَا,2,أَغْلَبُ,damma,974.2,1531.0,asc,arabic_speech_corpus_wordtier,>agolabu
asc_main_ARA NORM  0204,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0204.wav,وَلَمْ يَنْسَ أَغْلَبُ هَؤُلَاءِ جُذُورَهَمْ وَالْمَنَاطِقَ الْفَقِيرَةَ الَّتِي جَاؤُوا مِنْهَا,4,جُذُورَهَمْ,none,2350.0,3224.0,asc,arabic_speech_corpus_wordtier,ju*uwrahamo
asc_main_ARA NORM  0206,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0206.wav,إِطْلَالَةٌ عَلَى أَحْوَالِ الطَّقْسِ نُتَابِعُهَا مَعَ خَالِدْ صَالِحْ,0,إِطْلَالَةٌ,tanwin_damm,88.7,897.0,asc,arabic_speech_corpus_wordtier,<iTolaAlapN
asc_main_ARA NORM  0206,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0206.wav,إِطْلَالَةٌ عَلَى أَحْوَالِ الطَّقْسِ نُتَابِعُهَا مَعَ خَالِدْ صَالِحْ,1,عَلَى,fatha,897.0,1224.3,asc,arabic_speech_corpus_wordtier,EalaY
asc_main_ARA NORM  0206,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0206.wav,إِطْلَالَةٌ عَلَى أَحْوَالِ الطَّقْسِ نُتَابِعُهَا مَعَ خَالِدْ صَالِحْ,6,خَالِدْ,none,3642.3,4099.3,asc,arabic_speech_corpus_wordtier,xaAlido
asc_main_ARA NORM  0206,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0206.wav,إِطْلَالَةٌ عَلَى أَحْوَالِ الطَّقْسِ نُتَابِعُهَا مَعَ خَالِدْ صَالِحْ,7,صَالِحْ,none,4099.3,4537.2,asc,arabic_speech_corpus_wordtier,SaAliHo
asc_main_ARA NORM  0207,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0207.wav,صَبَاح الْخَيْر خَالِدْ,2,خَالِدْ,none,910.5,1519.9,asc,arabic_speech_corpus_wordtier,xaAlido
asc_main_ARA NORM  0208,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0208.wav,صَبَاحُ الْخَيْرْ إِزْدِهَارْ,1,الْخَيْرْ,none,530.5,902.8,asc,arabic_speech_corpus_wordtier,Aloxayoro
asc_main_ARA NORM  0208,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0208.wav,صَبَاحُ الْخَيْرْ إِزْدِهَارْ,2,إِزْدِهَارْ,none,902.8,1686.7,asc,arabic_speech_corpus_wordtier,<izodihaAro
asc_main_ARA NORM  0209,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0209.wav,صَبَاحُ الْخَيْرْ أَعِزَّائِي الْمُشَاهِدِينْ,0,صَبَاحُ,damma,87.0,532.0,asc,arabic_speech_corpus_wordtier,SabaAHu
asc_main_ARA NORM  0209,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0209.wav,صَبَاحُ الْخَيْرْ أَعِزَّائِي الْمُشَاهِدِينْ,1,الْخَيْرْ,none,532.0,852.8,asc,arabic_speech_corpus_wordtier,Aloxayoro
asc_main_ARA NORM  0210,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0210.wav,نَبْدَأُ مِنْ مَنْطِقَةِ شِبْهِ الْجَزِيرَةِ الْعَرَبِيَّةِ الَّتِي تَتَأَ^َّرُ- بِوُجُودِ امْتِدَادِ مُرْتَفَعٍ جَوِّيٍّ ضَعِيفٍ يَعْمَلُ عَلَى هُبُوبِ رِيَاحٍ شَمَالِيَّةٍ غَرْبِيَّةٍ خَفِيفَةِ السُّرْعَةِ فِي الْمَنَاطِقِ الشَّمَالِيَّةِ,0,نَبْدَأُ,damma,106.3,631.0,asc,arabic_speech_corpus_wordtier,naboda>u
asc_main_ARA NORM  0210,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0210.wav,نَبْدَأُ مِنْ مَنْطِقَةِ شِبْهِ الْجَزِيرَةِ الْعَرَبِيَّةِ الَّتِي تَتَأَ^َّرُ- بِوُجُودِ امْتِدَادِ مُرْتَفَعٍ جَوِّيٍّ ضَعِيفٍ يَعْمَلُ عَلَى هُبُوبِ رِيَاحٍ شَمَالِيَّةٍ غَرْبِيَّةٍ خَفِيفَةِ السُّرْعَةِ فِي الْمَنَاطِقِ الشَّمَالِيَّةِ,4,الْجَزِيرَةِ,kasra,1946.0,2684.9,asc,arabic_speech_corpus_wordtier,Alojaziyrapi
asc_main_ARA NORM  0210,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0210.wav,نَبْدَأُ مِنْ مَنْطِقَةِ شِبْهِ الْجَزِيرَةِ الْعَرَبِيَّةِ الَّتِي تَتَأَ^َّرُ- بِوُجُودِ امْتِدَادِ مُرْتَفَعٍ جَوِّيٍّ ضَعِيفٍ يَعْمَلُ عَلَى هُبُوبِ رِيَاحٍ شَمَالِيَّةٍ غَرْبِيَّةٍ خَفِيفَةِ السُّرْعَةِ فِي الْمَنَاطِقِ الشَّمَالِيَّةِ,11,جَوِّيٍّ,tanwin_kasr,7226.3,8094.9,asc,arabic_speech_corpus_wordtier,jaw~iy~K
